Name,Description
Palpitoad,"Palpitoad is an amphibious, bipedal Pokémon with an ovoid body. It is mostly blue, with a tan oval marking lined with black stretching from the bottom of its belly to its forehead. Its black eyes are round. Its upper lip is round as well and curves down sharply at the corners. Inside its mouth is a long, sticky tongue used to immobilize and capture prey. Its feet are small with three toes each, and its tail is oval and white. Three large half-spheres encircle its head, each one light blue with a black base. There are four round, light blue bumps starting on either side of its lower body and stretching across its back. The bumps on its head can be vibrated to create waves and earthquakes, as well as intense sounds to weaken its prey. The larger a Palpitoad's lumps are, the wider the range of sounds it can make."
Seismitoad,"Seismitoad is a bulky, aquamarine-blue, bipedal toad-like Pokémon. Its underside and the bumps found on various parts of its body are cyan with thick black edges. Its hands and feet have three bulbous digits. Additionally, Seismitoad has red eyes, cyan adornments on its legs, and a long tongue."
Throh,"Throh is a bipedal, humanoid Pokémon with a bulky, red body and rocky skin. Its head is round and low on its shoulders with a T-shaped black feature that forms its nose and brow. Its hands and feet each have three digits, with its fingers being rounded. It wears a white judogi with a black, v-neck collar that extends down to its black belt. The gi has an integrated diamond pattern on its sleeves and a black, square patch on the bend of its knees. Throh is a male-only species."
Sawk,"Sawk is a bipedal, humanoid Pokémon with a lean, blue body and rocky skin. Its head is oblong-like and low on its shoulders, with an ornate sideways z-shaped black feature that forms its nose and its left brow. Its hands and feet each have three digits, with its feet and toes coming to a sharp point. It wears a light blue karate gi with a black, v-neck collar that extends down to its black belt. Sawk will tie this black belt to increase its power. The gi has an intricate diamond pattern on its sleeves and a black, square patch on the bend of its knees."
Sewaddle,"Sewaddle is a caterpillar-like Pokémon with a broad, bitten leaf enfolding its head like a hood. Its large, spherical head is an orange-yellow with two small, close-together knobs on its forehead. Sewaddle's eyes are black and circular, and its mouth has a downward-pointing, crescent-shaped orange snout with a sharp tiny tooth at either end. The underside between the snout and its neck is white. Its green body has three segments with a pair of stubby, spherical orange legs on each segment. The bumps on Sewaddle's head are sensory organs."
Swadloon,"Swadloon is a round, yellow Pokémon with two stubby arms inside of a cloak of leaves. It drapes the leaves over itself and draws them closed around its body, so only a large, crescent slit remains for its face to appear. This leafy cloak keeps the Pokémon warm. Under its cloak are darker green, limp leaves that frame the sides of Swadloon's face and trail down on the sides of its body. The top of the cloak has two semicircular leaves that form a V shape. These two head leaves allow Swadloon to detect air movements and feel the surrounding area. On its back are the veins of the leaf as well as a bit at the bottom tip of the cloak resembling a rounded tail. Swadloon lives on the forest floor and converts fallen leaves into nourishment, which helps the surrounding plant life grow."
Leavanny,"Leavanny is a thin, yellow, bipedal insectoid Pokémon. It has a broad, split-leaf around its large, round head and it has long antennae that end in semicircles. Its eyes are red with no apparent sclerae. Its tiny thorax is dark green, and its long abdomen is yellow and covered in a green leaf. Its hands are long and leaf-like with a ""bite"" taken out of each. Its upper arms are also leaf-like but with a vein of yellow at the top. Its thin legs are yellow with dark green, thick segments around its upper legs, making them appear armored."
Venipede,"Venipede is an insectoid Pokémon with a pronounced hump on the upper portion of its body. Its thorax and head are mainly magenta with black markings that consist of rings on its shoulders, a band around each antenna, and an upside-down 'Y' on its neck. A prominent ridge leading down to a pointed tip splits the top half of its head, and its lower jaw is black. It has round, heavy-lidded eyes that bulge away from the head slightly. Venipede's dark green abdomen is segmented, and it has four pairs of stubby black legs. Two short feelers banded with black extend from its hindquarters, which it uses in addition to its antennae to explore its surroundings and detect prey by sensing air vibrations."
Whirlipede,"Whirlipede is an insectoid Pokémon encased in a hard, segmented shell. It has two pairs of gray, horn-like feelers with dark gray stripes, with one pair extended upward from its front and the other pointing downward from its lower rear. Two poisonous barbs flank either side of each segment of its shell. The shell itself is gray, with red rings in the middle of each segment and a darker gray border circling its open center. Whirlipede's eyes can be seen within the center, and have slitted pupils, yellow sclerae, and thick, gray eyelids."
Scolipede,"Scolipede is a plump, centipede-like Pokémon that usually stands with the front half of its body raised vertically off the ground. Its segmented body is dark magenta, except for its smooth, dark gray underside. Long, slightly bent horns similar to antennae extend from its head, as well as an identical pair of horns on its rear. Purple bands decorate these horns, and teardrop-shaped rings of the same color mark each body segment, one on each side of its body. It possesses four pairs of short, purple fore-claws on the body segments that make up its neck, which is used to inject poison. The four hind legs are longer, thicker, and spaced farther apart. Each hind limb has curved dark gray bands around the middle."
Cottonee,"Cottonee is a white, circular Pokémon. It has white, puffy sections on the top of its head and its underside. Behind it is a green, star-shaped section similar to the area where a plant connects to its produce. It has orange, oval-shaped eyes, and furled, notched leaves on the sides of its body."
